chapter,stage,normal_power,normal_boss,normal_code,normal_type,hard_power,hard_boss,hard_code,hard_type,story,notes
29,25,334815,,작열,,1123432,,작열,,,
29,26,335310,,작열,,1124383,,작열,,,
29,27,335805,,작열,,1125334,,작열,,,
29,28,337785,,작열,,1126285,,작열,,,
29,29,338280,,작열,,1127236,,작열,,○,
29,EX스테이지,300레벨 고정,런웨이,철갑,EX보스전,440레벨 고정,런웨이,철갑,EX보스전,,
29,30,338775,,작열,,1128187,,작열,,,
29,31,339270,,작열,,1129138,,작열,,,
29,32,339765,,작열,,1130089,,작열,,,
29,33,340260,,작열,,1131040,,작열,,,
29,34,340755,리빌드 포터,철갑,보스전,1132000,리빌드 포터,철갑,보스전,○,
30,1,341250,,작열,,1132000,,작열,,,
30,2,341745,,작열,,1134165,,작열,,,
30,3,342240,,작열,,1136330,,작열,,,
30,4,342735,,작열,,1138495,,작열,,,
30,5,343230,,작열,,1140660,,작열,,,
30,6,343725,,작열,,1142825,,작열,,○,
30,6A-1,344220,,작열,거점방어전,1144990,,작열,거점방어전,,
30,6A-2,344715,,작열,거점방어전,1147155,,작열,거점방어전,,
30,6B-1,345210,,작열,저지전,1149320,,작열,저지전,,
30,6B-2,345705,,작열,저지전,1151485,,작열,저지전,,
30,7,346200,,작열,,1153650,,작열,,,
30,8,346695,,작열,,1155815,,작열,,,
30,9,347190,,작열,,1157980,,작열,,○,
30,10,349170,,작열,,1160145,,작열,,,
30,11,349665,,작열,,1162310,,작열,,,
30,12,350160,,작열,,1164475,,작열,,○,
30,13,350655,,작열,,1166640,,작열,,,
30,14,351150,,작열,,1168805,,작열,,,
30,15,352635,,작열,,1170970,,작열,,,
30,16,353130,,작열,,1173135,,작열,,,
30,17,353625,,작열,,1175300,,작열,,○,
30,EX스테이지,300레벨 고정,,작열,EX섬멸전,440레벨 고정,,작열,EX섬멸전,,
30,18,354120,,작열,,1177465,,작열,,,
30,19,354615,,작열,,1179630,,작열,,,
30,20,355110,,작열,,1181795,,작열,,○,
30,21,355605,,작열,,1183960,,작열,,,
30,22,356100,,작열,,1186125,,작열,,,
30,23,356595,,작열,,1188290,,작열,,○,
30,23A-1,357090,,작열,저지전,1190455,,작열,저지전,,
30,23A-2,357585,,작열,저지전,1192620,,작열,저지전,,
30,23B-1,358080,,작열,거점방어전,1194785,,작열,거점방어전,,
30,23B-2,358575,,작열,거점방어전,1196950,,작열,거점방어전,,
30,24,360555,,작열,,1199115,,작열,,,
30,25,361050,,작열,,1201280,,작열,,,
30,26,361545,,작열,,1203445,,작열,,○,
30,27,362040,,작열,,1205610,,작열,,,
30,28,362535,,작열,,1207775,,작열,,,
30,29,363030,,작열,,1209940,,작열,,○,
30,EX스테이지,300레벨 고정,언노운 크리스탈,수냉,EX보스전,440레벨 고정,언노운 크리스탈,수냉,EX보스전,,
30,30,363525,,작열,,1212105,,작열,,,
30,31,364020,,작열,,1214270,,작열,,,
30,32,364515,,작열,,1216435,,작열,,,
30,33,365010,,작열,,1218600,,작열,,,
30,34,365600,크리스탈 체임버,전격,보스전,1220800,크리스탈 체임버,전격,보스전,○,
31,1,366100,,작열,,1223400,,작열,,,
31,2,366500,,작열,,1226400,,작열,,,
31,3,366900,,작열,,1231600,,작열,,○,
31,4,367300,,작열,,1234600,,작열,,,
31,5,367700,,작열,,1237600,,작열,,,
31,6,368100,,작열,,1242800,,작열,,○,
31,7,368500,,작열,,1245800,,작열,,,
31,8,368900,,작열,,1248800,,작열,,,
31,9,370000,,작열,,1254000,,작열,,○,
31,9A-1,370400,,작열,저지전,1257000,,작열,저지전,,
31,9A-2,370800,,작열,저지전,1260000,,작열,저지전,,
31,9B-1,371200,,작열,거점방어전,1263000,,작열,거점방어전,,
31,9B-2,371600,,작열,거점방어전,1266000,,작열,거점방어전,,
31,10,372000,,작열,,1269000,,작열,,,
31,11,372400,,작열,,1272000,,작열,,,
31,12,373500,,작열,,1277200,,작열,,○,
31,13,373900,,작열,,1280200,,작열,,,
31,14,374300,,작열,,1283200,,작열,,,
31,15,374700,,작열,,1288400,,작열,,,
31,16,375100,,작열,,1291400,,작열,,,
31,17,375500,,작열,,1294400,,작열,,,
31,18,376600,,작열,,1299600,,작열,,○,
31,19,377000,,작열,,1302600,,작열,,,
31,20,377400,,작열,,1305600,,작열,,,
31,21,377800,,작열,,1310800,,작열,,,
31,22,379400,,작열,,1313800,,작열,,,
31,23,379800,,작열,,1316800,,작열,,,
31,24,380200,,작열,,1322000,,작열,,○,
31,EX스테이지,320레벨 고정,,작열,EX섬멸전,460레벨 고정,,작열,EX섬멸전,,
31,25,380600,,작열,,1325000,,작열,,,
31,26,381000,,작열,,1328000,,작열,,,
31,27,382100,,작열,,1333200,,작열,,○,
31,28,382500,,작열,,1336200,,작열,,,
31,29,382900,,작열,,1339200,,작열,,,
31,30,383300,,작열,,1344400,,작열,,,
31,30A-1,383700,,작열,저지전,1347400,,작열,저지전,,
31,30A-2,384100,,작열,저지전,1350400,,작열,저지전,,
31,30B-1,384500,,작열,거점방어전,1353400,,작열,거점방어전,,
31,30B-2,384900,,작열,거점방어전,1356400,,작열,거점방어전,,
31,31,385300,,작열,,1359400,,작열,,,
31,32,385700,,작열,,1362400,,작열,,,
31,33,386800,,작열,,1367600,,작열,,,
31,EX스테이지,320레벨 고정,오벨리스크,작열,EX보스전,460레벨 고정,오벨리스크,작열,EX보스전,,
31,34,388400,,작열,,1370600,,작열,,,
31,35,388800,,작열,,1373600,,작열,,,
31,36,390400,크리스탈 체임버,전격,보스전,1379600,크리스탈 체임버,전격,보스전,○,
32,1,409100,,작열,,1408390,,작열,,,
32,2,409175,,작열,,1409435,,작열,,,
32,3,409250,,작열,,1411260,,작열,,○,
32,4,409325,,작열,,1412305,,작열,,,
32,5,409400,,작열,,1413350,,작열,,,
32,6,409675,,작열,,1415175,,작열,,○,
32,7,409750,,작열,,1416220,,작열,,,
32,8,409825,,작열,,1417265,,작열,,,
32,9,409900,,작열,,1418310,,작열,,,
32,10,409975,,작열,,1419355,,작열,,,
32,11,410050,,작열,,1420400,,작열,,,
32,12,410325,,작열,,1422225,,작열,,○,
32,13,410400,,작열,,1423270,,작열,,,
32,14,410475,,작열,,1424315,,작열,,,
32,15,410575,,작열,,1425465,,작열,,,
32,16,410675,,작열,,1426615,,작열,,,
32,17,410950,,작열,,1428450,,작열,,○,
32,EX스테이지,320레벨 고정,,작열,EX섬멸전,480레벨 고정,,작열,EX섬멸전,,
32,17A-1,411050,,작열,저지전,1429600,,작열,저지전,,
32,17A-2,411150,,작열,저지전,1430750,,작열,저지전,,
32,17B-1,411250,,작열,거점방어전,1431900,,작열,거점방어전,,
32,17B-2,411350,,작열,거점방어전,1433050,,작열,거점방어전,,
32,18,411450,,작열,,1434200,,작열,,,
32,19,411550,,작열,,1435350,,작열,,,
32,19A-1,411650,,작열,저지전,1436500,,작열,저지전,,
32,19A-2,411750,,작열,저지전,1437650,,작열,저지전,,
32,19B-1,411850,,작열,거점방어전,1438800,,작열,거점방어전,,
32,19B-2,411950,,작열,거점방어전,1439950,,작열,거점방어전,,
32,20,412225,,작열,,1441775,,작열,,○,
32,21,412350,,작열,,1443030,,작열,,,
32,22,412475,,작열,,1444285,,작열,,,
32,23,412750,,작열,,1446110,,작열,,○,
32,23A-1,412875,,작열,저지전,1447365,,작열,저지전,,
32,23A-2,413000,,작열,저지전,1448620,,작열,저지전,,
32,23B-1,413125,,작열,거점방어전,1449875,,작열,거점방어전,,
32,23B-2,413250,,작열,거점방어전,1451130,,작열,거점방어전,,
32,24,413375,,작열,,1452385,,작열,,,
32,25,413500,,작열,,1453640,,작열,,,
32,26,413775,,작열,,1455465,,작열,,○,
32,27,413900,,작열,,1456720,,작열,,,
32,28,414025,,작열,,1457975,,작열,,,
32,29,414150,,작열,,1459230,,작열,,,
32,30,414425,,작열,,1461055,,작열,,○,
32,EX스테이지,320레벨 고정,크리스탈 아머,전격,EX보스전,480레벨 고정,크리스탈 아머,전격,EX보스전,,
32,31,414675,,작열,,1462310,,작열,,,
32,32,414925,,작열,,1463565,,작열,,,
32,33,415600,미러 컨테이너,전격,보스전,1466720,미러 컨테이너,전격,보스전,○,
33,1,415600,,풍압,,1466700,,풍압,,,
33,2,416130,,풍압,,1468800,,풍압,,,
33,3,416660,,풍압,,1470900,,풍압,,,
33,4,417190,,풍압,,1473000,,풍압,,,
33,5,417720,,풍압,,1475100,,풍압,,○,
33,6,418250,,풍압,,1477200,,풍압,,,
33,7,418780,,풍압,,1479300,,풍압,,,
33,8,419310,,풍압,,1481400,,풍압,,○,
33,9,419840,,풍압,,1483500,,풍압,,,
33,10,420370,,풍압,,1485600,,풍압,,,
33,11,420900,,풍압,,1487700,,풍압,,○,
33,11A-1,421430,,풍압,저지전,1489800,,풍압,저지전,,
33,11A-2,421960,,풍압,저지전,1491900,,풍압,저지전,,
33,11B-1,422490,,풍압,거점방어전,1494000,,풍압,거점방어전,,
33,11B-2,423020,,풍압,거점방어전,1496100,,풍압,거점방어전,,
33,12,423550,,풍압,,1498200,,풍압,,,
33,13,424080,,풍압,,1500300,,풍압,,,
33,14,424610,,풍압,,1502400,,풍압,,○,
33,15,425140,,풍압,,1504500,,풍압,,,
33,16,425670,,풍압,,1506600,,풍압,,,
33,17,426200,,풍압,,1508700,,풍압,,○,
33,EX스테이지,340레벨 고정,,전격,EX저지전,500레벨 고정,,전격,EX저지전,,
33,18,426730,,풍압,,1510800,,풍압,,,
33,19,427260,,풍압,,1512900,,풍압,,,
33,20,427790,,풍압,,1515000,,풍압,,○,
33,20A-1,428320,,풍압,저지전,1517100,,풍압,저지전,,
33,20A-2,428850,,풍압,저지전,1519200,,풍압,저지전,,
33,20B-1,429380,,풍압,거점방어전,1521300,,풍압,거점방어전,,
33,20B-2,429910,,풍압,거점방어전,1523400,,풍압,거점방어전,,
33,21,430440,,풍압,,1525500,,풍압,,,
33,22,430970,,풍압,,1527600,,풍압,,,
33,23,431500,,풍압,,1529700,,풍압,,○,
33,EX스테이지,340레벨 고정,마더웨일,전격,EX보스전,500레벨 고정,마더웨일,전격,EX보스전,,
33,24,432030,,풍압,,1531800,,풍압,,,
33,25,432560,,풍압,,1533900,,풍압,,,
33,26,433090,,풍압,,1536000,,풍압,,○,
33,27,433620,,풍압,,1538100,,풍압,,,
33,28,434150,,풍압,,1540200,,풍압,,,
33,29,434680,,풍압,,1542300,,풍압,,,
33,30,435210,,풍압,,1544400,,풍압,,,
33,31,435740,,풍압,,1546500,,풍압,,○,
33,32,436270,,풍압,,1548600,,풍압,,,
33,33,436800,,풍압,,1550700,,풍압,,,
33,34,438700,크리스탈 아머,전격,보스전,1556570,크리스탈 아머,전격,보스전,○,
34,1,438700,,풍압,,1556600,,풍압,,,
34,2,439260,,풍압,,1558700,,풍압,,,
34,3,439820,,풍압,,1560800,,풍압,,○,
34,4,440380,,풍압,,1562900,,풍압,,,
34,5,440940,,풍압,,1565000,,풍압,,,
34,6,441500,,풍압,,1567100,,풍압,,○,
34,7,442060,,풍압,,1569200,,풍압,,,
34,8,442620,,풍압,,1571300,,풍압,,,
34,9,443180,,풍압,,1573400,,풍압,,○,
34,10,443740,,풍압,,1575500,,풍압,,,
34,11,444300,,풍압,,1577600,,풍압,,,
34,12,444860,,풍압,,1579700,,풍압,,○,
34,13,445420,,풍압,,1581800,,풍압,,,
34,14,445980,,풍압,,1583900,,풍압,,,
34,15,446540,,풍압,,1586000,,풍압,,○,
34,16,447100,,풍압,,1588100,,풍압,,,
34,17,447660,,풍압,,1590200,,풍압,,,
34,18,448220,,풍압,,1592300,,풍압,,○,16폭탄
34,18A-1,448780,,풍압,거점방어전,1594400,,풍압,거점방어전,,
34,18A-2,449340,,풍압,거점방어전,1596500,,풍압,거점방어전,,
34,18B-1,449900,,풍압,저지전,1598600,,풍압,저지전,,
34,18B-2,450460,,풍압,저지전,1600700,,풍압,저지전,,
34,19,451020,,풍압,,1602800,,풍압,,,
34,20,451580,,풍압,,1604900,,풍압,,,
34,21,452140,,풍압,,1607000,,풍압,,○,
34,21A-1,452700,,풍압,저지전,1609100,,풍압,저지전,,
34,21A-2,453260,,풍압,저지전,1611200,,풍압,저지전,,
34,21B-1,453820,,풍압,거점방어전,1613300,,풍압,거점방어전,,
34,21B-2,454380,,풍압,거점방어전,1615400,,풍압,거점방어전,,
34,22,454940,,풍압,,1617500,,풍압,,,
34,23,455500,,풍압,,1619600,,풍압,,,
34,24,456060,,풍압,,1621700,,풍압,,,
34,EX스테이지,340레벨 고정,,전격,EX섬멸전,520레벨 고정,,전격,EX섬멸전,,
34,25,456620,,풍압,,1623800,,풍압,,,
34,26,457180,,풍압,,1625900,,풍압,,,
34,27,457740,,풍압,,1628000,,풍압,,○,
34,28,458300,,풍압,,1630100,,풍압,,,
34,29,458860,,풍압,,1632200,,풍압,,,
34,30,459420,,풍압,,1634300,,풍압,,,
34,31,459980,,풍압,,1636400,,풍압,,,
34,32,460540,,풍압,,1638500,,풍압,,○,
34,33,461100,,풍압,,1640600,,풍압,,,
34,34,461660,,풍압,,1642700,,풍압,,,
34,35,462220,,풍압,,1644800,,풍압,,,5뿡이
34,EX스테이지,340레벨 고정,크리스탈 체임버,전격,EX보스전,520레벨 고정,크리스탈 체임버,전격,EX보스전,,
34,36,462780,,풍압,,1646900,,풍압,,,
34,37,463340,,풍압,,1649000,,풍압,,,
34,38,465400,베히모스,전격,보스전,1654200,베히모스,전격,보스전,○,
35,1,465800,,철갑,,1654200,,철갑,,,
35,2,466300,,철갑,,1656300,,철갑,,,
35,3,467200,,철갑,,1659800,,철갑,,○,
35,3A-1,467700,,철갑,저지전,1661900,,철갑,저지전,,
35,3B-1,467700,,철갑,거점방어전,1661900,,철갑,거점방어전,,
35,3A-2,468200,,철갑,저지전,1664000,,철갑,저지전,,
35,3B-2,468200,,철갑,거점방어전,1664000,,철갑,거점방어전,,
35,4,468700,,철갑,,1666100,,철갑,,,
35,5,469200,,철갑,,1668200,,철갑,,,
35,6,470100,,철갑,,1671700,,철갑,,○,
35,7,470600,,철갑,,1673800,,철갑,,,
35,8,471100,,철갑,,1675900,,철갑,,,
35,9,472000,,철갑,,1679400,,철갑,,○,
35,10,472500,,철갑,,1681500,,철갑,,,
35,11,473000,,철갑,,1683600,,철갑,,,
35,12,473900,,철갑,,1687100,,철갑,,,
35,EX스테이지,360레벨 고정,,수냉,EX섬멸전,540레벨 고정,,수냉,EX섬멸전,,타수 기믹 랩처 15기 - 머신건 필수
35,13,474400,,철갑,,1689200,,철갑,,,
35,14,474900,,철갑,,1691300,,철갑,,,
35,15,475800,,철갑,,1694800,,철갑,,○,
35,16,476300,,철갑,,1696900,,철갑,,,
35,17,476800,,철갑,,1699000,,철갑,,,
35,18,477700,,철갑,,1702500,,철갑,,○,
35,19,478200,,철갑,,1704600,,철갑,,,
35,20,478700,,철갑,,1706700,,철갑,,,
35,21,479600,,철갑,,1710200,,철갑,,,
35,EX스테이지,360레벨 고정,플레이트,수냉,EX보스전,540레벨 고정,플레이트,수냉,EX보스전,,
35,22,480100,,철갑,,1712300,,철갑,,,
35,23,480600,,철갑,,1714400,,철갑,,,
35,24,481500,,철갑,,1717900,,철갑,,○,
35,25,482000,,철갑,,1720000,,철갑,,,
35,26,482500,,철갑,,1722100,,철갑,,,시작 3코코볼
35,27,483400,,철갑,,1725600,,철갑,,○,
35,28,483900,,철갑,,1727700,,철갑,,,
35,29,484400,,철갑,,1729800,,철갑,,,
35,30,485300,,철갑,,1733300,,철갑,,○,
35,30A-1,485800,,철갑,저지전,1735400,,철갑,저지전,,
35,30B-1,485800,,철갑,거점방어전,1735400,,철갑,거점방어전,,
35,30A-2,486300,,철갑,저지전,1737500,,철갑,저지전,,
35,30B-2,486300,,철갑,거점방어전,1737500,,철갑,거점방어전,,
35,31,486800,,철갑,,1739600,,철갑,,,
35,32,487300,,철갑,,1741700,,철갑,,,
35,33,488200,,철갑,,1745200,,철갑,,,
35,34,488700,,철갑,,1747300,,철갑,,,
35,35,489200,,철갑,,1749400,,철갑,,,
35,36,491600,스카라베,수냉,보스전,1755500,스카라베,수냉,보스전,○,
36,1,491600,,철갑,,1755500,,철갑,,,
36,2,492100,,철갑,,1757950,,철갑,,,
36,3,492900,,철갑,,1761100,,철갑,,○,
36,3A-1,493400,,철갑,저지전,1763550,,철갑,저지전,,
36,3B-1,493400,,철갑,거점방어전,1763550,,철갑,거점방어전,,
36,3A-2,493900,,철갑,저지전,1766000,,철갑,저지전,,
36,3B-2,493900,,철갑,거점방어전,1766000,,철갑,거점방어전,,
36,4,494400,,철갑,,1768450,,철갑,,,
36,5,494900,,철갑,,1770900,,철갑,,,
36,6,495400,,철갑,,1773350,,철갑,,,
36,7,496200,,철갑,,1776500,,철갑,,○,시작 3코코볼
36,8,496700,,철갑,,1778950,,철갑,,,
36,9,497200,,철갑,,1781400,,철갑,,,
36,10,497700,,철갑,,1783850,,철갑,,,
36,11,498200,,철갑,,1786300,,철갑,,,
36,12,499000,,철갑,,1789450,,철갑,,○,
36,EX스테이지,360레벨 고정,,풍압,EX거점방어전,540레벨 고정,,풍압,EX거점방어전,,
36,13,499500,,철갑,,1791900,,철갑,,,
36,14,500000,,철갑,,1794350,,철갑,,,
36,15,500800,,철갑,,1797500,,철갑,,○,
36,16,501300,,철갑,,1799950,,철갑,,,
36,17,501800,,철갑,,1802400,,철갑,,,
36,18,502600,,철갑,,1805550,,철갑,,○,
36,19,503100,,철갑,,1808000,,철갑,,,
36,20,503600,,철갑,,1810450,,철갑,,,
36,21,504100,,철갑,,1812900,,철갑,,,
36,22,504600,,철갑,,1815350,,철갑,,,
36,23,505400,,철갑,,1818500,,철갑,,○,
36,24,505900,,철갑,,1820950,,철갑,,,
36,25,506400,,철갑,,1823400,,철갑,,,
36,25A-1,505900,,철갑,저지전,1820950,,철갑,저지전,,
36,25A-2,506400,,철갑,저지전,1823400,,철갑,저지전,,
36,25B-1,506900,,철갑,거점방어전,1825850,,철갑,거점방어전,,
36,25B-2,507400,,철갑,거점방어전,1828300,,철갑,거점방어전,,
36,26,507900,,철갑,,1830750,,철갑,,,
36,27,508400,,철갑,,1833200,,철갑,,,
36,28,509200,,철갑,,1836350,,철갑,,○,
36,EX스테이지,360레벨 고정,하베스터,수냉,EX보스전,540레벨 고정,하베스터,수냉,EX보스전,,
36,29,509700,,철갑,,1838800,,철갑,,,
36,30,510200,,철갑,,1841250,,철갑,,,
36,31,510700,,철갑,,1843700,,철갑,,,
36,32,511200,,철갑,,1846150,,철갑,,,
36,33,511700,,철갑,,1848600,,철갑,,,
36,34,512500,,철갑,,1851750,,철갑,,○,
36,35,513000,,철갑,,1854200,,철갑,,,
36,36,513500,,철갑,,1856650,,철갑,,,
36,37,514600,검은 뱀,수냉,보스전,1860900,검은 뱀,수냉,보스전,○,
37,1,514600,,전격,,1860900,,전격,,,
37,2,515000,,전격,,1863100,,전격,,,
37,3,515400,,전격,,1865300,,전격,,,
37,4,515800,,전격,,1867500,,전격,,,
37,5,516700,,전격,,1871700,,전격,,○,
37,6,517100,,전격,,1873900,,전격,,,
37,7,518000,,전격,,1878100,,전격,,,
37,8,518400,,전격,,1880300,,전격,,,
37,9,518800,,전격,,1882500,,전격,,,
37,10,519700,,전격,,1886700,,전격,,○,
37,10A-1,520100,,전격,거점방어전,1888900,,전격,거점방어전,,
37,10B-1,520100,,전격,저지전,1888900,,전격,저지전,,
37,10A-2,520500,,전격,거점방어전,1891100,,전격,거점방어전,,
37,10B-2,520500,,전격,저지전,1891100,,전격,저지전,,
37,11,520900,,전격,,1893300,,전격,,,
37,12,521300,,전격,,1895500,,전격,,,
37,13,522200,,전격,,1899700,,전격,,○,
37,14,522600,,전격,,1901900,,전격,,,
37,15,523000,,전격,,1904100,,전격,,,
37,16,523900,,전격,,1908300,,전격,,○,
37,17,524300,,전격,,1910500,,전격,,,
37,18,524700,,전격,,1912700,,전격,,,
37,19,525600,,전격,,1916900,,전격,,○,
37,EX스테이지,380레벨 고정,스카라베,수냉,EX보스전,580레벨 고정,스카라베,수냉,EX보스전,,
37,20,526000,,전격,,1919100,,전격,,,
37,21,526400,,전격,,1921300,,전격,,,
37,22,527300,,전격,,1925500,,전격,,,
37,23,527700,,전격,,1927700,,전격,,,
37,24,528100,,전격,,1929900,,전격,,,
37,25,529000,,전격,,1934100,,전격,,,
37,25A-1,529400,,전격,거점방어전,1936300,,전격,거점방어전,,
37,25B-1,529400,,전격,저지전,1936300,,전격,저지전,,
37,25A-2,529800,,전격,거점방어전,1938500,,전격,거점방어전,,
37,25B-2,529800,,전격,저지전,1938500,,전격,저지전,,
37,26,530200,,전격,,1940700,,전격,,,
37,27,530600,,전격,,1942900,,전격,,,
37,28,531000,,전격,,1945100,,전격,,,
37,29,531400,,전격,,1947300,,전격,,,
37,30,532300,,전격,,1951500,,전격,,○,
37,EX스테이지,380레벨 고정,,작열,EX저지전,580레벨 고정,,작열,EX저지전,,
37,31,532700,,전격,,1953700,,전격,,,
37,32,533100,,전격,,1955900,,전격,,,
37,33,534000,,전격,,1960100,,전격,,,
37,34,534400,,전격,,1962300,,전격,,,
37,35,534800,,전격,,1964500,,전격,,,
37,36,536700,레비아탄,작열,보스전,1972900,레비아탄,작열,보스전,○,
38,1,536700,,전격,,1972900,,전격,,,
38,2,537400,,전격,,1975400,,전격,,,
38,3,538550,,전격,,1979650,,전격,,○,
38,4,539250,,전격,,1982150,,전격,,,
38,5,539950,,전격,,1984650,,전격,,,
38,6,541100,,전격,,1988900,,전격,,○,
38,6A-1,541800,,전격,거점방어전,1991400,,전격,거점방어전,,
38,6B-1,541800,,전격,저지전,1991400,,전격,저지전,,
38,6A-2,542500,,전격,거점방어전,1993900,,전격,거점방어전,,
38,6B-2,542500,,전격,저지전,1993900,,전격,저지전,,
38,7,543200,,전격,,1996400,,전격,,,
38,8,543900,,전격,,1998900,,전격,,,
38,9,545050,,전격,,2003150,,전격,,○,
38,10,545750,,전격,,2005650,,전격,,,
38,11,546450,,전격,,2008150,,전격,,,
38,12,547150,,전격,,2010650,,전격,,,
38,13,547850,,전격,,2013150,,전격,,,
38,14,549000,,전격,,2017400,,전격,,○,
38,15,549700,,전격,,2019900,,전격,,,
38,16,550400,,전격,,2022400,,전격,,,
38,17,551100,,전격,,2024900,,전격,,,
38,18,551800,,전격,,2027400,,전격,,,
38,19,552950,,전격,,2031650,,전격,,○,
38,EX스테이지,380레벨 고정,,전격,EX섬멸전,550레벨 고정,,전격,EX섬멸전,,
38,20,553650, ,전격,,2034150,,전격,,,
38,21,554350,,전격,,2036650,,전격,,,
38,22,555050,,전격,,2039150,,전격,,,
38,23,555750,,전격,,2041650,,전격,,,
38,24,556900,,전격,,2045900,,전격,,○,
38,25,557600,,전격,,2048400,,전격,,,
38,26,558300,,전격,,2050900,,전격,,,
38,27,559000,,전격,,2053400,,전격,,,
38,28,559700,,전격,,2055900,,전격,,,
38,29,560850,,전격,,2060150,,전격,,○,
38,29A-1,561550,,전격,거점방어전,2062650,,전격,거점방어전,,
38,29B-1,561550,,전격,저지전,2062650,,전격,저지전,,
38,29A-2,562250,,전격,거점방어전,2065150,,전격,거점방어전,,
38,29B-2,562250,,전격,저지전,2065150,,전격,저지전,,
38,30,562950,,전격,,2067650,,전격,,,
38,31,563650,,전격,,2070150,,전격,,,
38,32,564800,,전격,,2074400,,전격,,○,코코볼 방지턱
38,EX스테이지,380레벨 고정,검은 뱀,수냉,EX보스전,550레벨 고정,검은 뱀,수냉,EX보스전,,
38,33,565500,,전격,,2076900,,전격,,,
38,34,566200,,전격,,2079400,,전격,,,
38,35,566900,,전격,,2081900,,전격,,,
38,36,567600,,전격,,2084400,,전격,,,
38,37,569400,글러트니,작열,보스전,2090200,글러트니,작열,보스전,○,
39,1,569400,,수냉,,2090200,,수냉,,,
39,2,569600,,수냉,,2092700,,수냉,,,
39,3,570300,,수냉,,2097700,,수냉,,○,
39,4,570500,,수냉,,2100200,,수냉,,,
39,5,570700,,수냉,,2102700,,수냉,,,
39,6,570900,,수냉,,2105200,,수냉,,,
39,7,571100,,수냉,,2107700,,수냉,,,
39,8,571800,,수냉,,2112700,,수냉,,○,
39,8A-1,572000,,수냉,섬멸전,2115200,,수냉,섬멸전,,
39,8B-1,572000,,수냉,섬멸전,2115200,,수냉,섬멸전,,
39,8A-2,572200,,수냉,섬멸전,2117700,,수냉,섬멸전,,
39,8B-2,572200,,수냉,섬멸전,2117700,,수냉,섬멸전,,
39,9,572400,,수냉,,2120200,,수냉,,,
39,10,573100,,수냉,,2125200,,수냉,,○,
39,11,573300,,수냉,,2127700,,수냉,,,
39,12,573500,,수냉,,2130200,,수냉,,,
39,13,574200,,수냉,,2135200,,수냉,,○,
39,14,574400,,수냉,,2137700,,수냉,,,
39,15,574600,,수냉,,2140200,,수냉,,,
39,16,574800,,수냉,,2142700,,수냉,,,
39,17,575500,,수냉,,2147700,,수냉,,○,
39,17A-1,575700,,수냉,섬멸전,2150200,,수냉,섬멸전,,
39,17B-1,575700,,수냉,섬멸전,2150200,,수냉,섬멸전,,
39,17A-2,575900,,수냉,섬멸전,2152700,,수냉,섬멸전,,
39,17B-2,575900,,수냉,섬멸전,2152700,,수냉,섬멸전,,
39,18,576100,,수냉,,2155200,,수냉,,,
39,19,576800,,수냉,,2160200,,수냉,,○,
39,EX스테이지,400레벨 고정,시니스터,작열,EX보스전,600레벨 고정,시니스터,작열,EX보스전,,
39,20,577000,,수냉,,2162700,,수냉,,,
39,21,577200,,수냉,,2165200,,수냉,,,
39,22,577900,,수냉,,2170200,,수냉,,○,
39,23,578100,,수냉,,2172700,,수냉,,,
39,24,578300,,수냉,,2175200,,수냉,,,
39,25,579000,,수냉,,2180200,,수냉,,○,
39,26,579200,,수냉,,2182700,,수냉,,,
39,27,579400,,수냉,,2185200,,수냉,,,
39,28,579600,,수냉,,2187700,,수냉,,,
39,29,579800,,수냉,,2190200,,수냉,,,
39,30,580500,,수냉,,2195200,,수냉,,○,
39,EX스테이지,400레벨 고정,,작열,EX섬멸전,600레벨 고정,,작열,EX섬멸전,,
39,31,580700,,수냉,,2197700,,수냉,,,
39,32,580900,,수냉,,2200200,,수냉,,,
39,33,581600,,수냉,,2205200,,수냉,,○,
39,34,581800,,수냉,,2207700,,수냉,,,
39,35,582000,,수냉,,2210200,,수냉,,,
39,36,583900,리빌드 오벨리스크,작열,보스전,2214000,리빌드 오벨리스크,작열,보스전,○,
40,1,583900,,수냉,,2214000,,수냉,,,
40,2,584775,,수냉,,2216525,,수냉,,,
40,3,586395,,수냉,,2221075,,수냉,,○,
40,4,587270,,수냉,,2223800,,수냉,,,
40,5,588145,,수냉,,2226525,,수냉,,,
40,6,589765,,수냉,,2231075,,수냉,,○,
40,7,590640,,수냉,,2233800,,수냉,,,
40,8,591515,,수냉,,2236525,,수냉,,,
40,9,593135,,수냉,,2241075,,수냉,,○,
40,10,594010,,수냉,,2243800,,수냉,,,
40,11,594885,,수냉,,2246525,,수냉,,,
40,12,595760,,수냉,,2249250,,수냉,,,
40,13,596635,,수냉,,2251975,,수냉,,,
40,14,598255,,수냉,,2256525,,수냉,,○,
40,EX스테이지,400레벨 고정,,작열,EX섬멸전,600레벨 고정,,작열,EX섬멸전,,
40,15,599130,,수냉,,2259250,,수냉,,,
40,16,600005,,수냉,,2261975,,수냉,,,
40,17,600880,,수냉,,2264700,,수냉,,,
40,18,601755,,수냉,,2267425,,수냉,,,
40,19,603375,,수냉,,2271975,,수냉,,○,
40,20,604250,,수냉,,2274700,,수냉,,,
40,21,605125,,수냉,,2277425,,수냉,,,
40,22,606745,,수냉,,2281975,,수냉,,○,
40,22A-1,607620,,수냉,섬멸전,2284700,,수냉,섬멸전,,
